TERRITORIO#es,TERRITORIO_CODE,SEXO#es,SEXO_CODE,JORNADA_LABORAL_TIPO#es,JORNADA_LABORAL_TIPO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#es
Adeje,38001,Hombres,M,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,5455,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,4655,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,5905,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,4997,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,6175,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,5321,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,6892,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,5832,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,7157,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,5981,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,7227,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,6051,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,7221,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,6153,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,7283,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,6229,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,7433,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,6332,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,7431,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,6389,,,
Adeje,38001,Hombres,M,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,7463,,,
Adeje,38001,Mujeres,F,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,6419,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,1264,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,1464,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,1311,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,1552,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,1280,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,1538,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,1343,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,1651,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,1344,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,1564,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,1428,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,1722,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,1442,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,1775,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,1455,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,1767,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,1478,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,1743,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,1600,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,1845,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,1700,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,1950,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,1703,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,1947,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,1557,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,1765,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,1638,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,1885,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,1630,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,1931,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,1622,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,1949,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,1632,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,1915,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,1607,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,1932,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,1608,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,1985,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,1530,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,1965,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,1515,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,1771,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,1560,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,1985,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,1604,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,2022,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,1539,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,1988,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,1484,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,1887,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,1507,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,2008,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,1546,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,2024,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,1572,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,1992,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,1410,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,1881,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,1418,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,1898,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,1455,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,1949,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,1413,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,1905,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,1398,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,1829,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,1378,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,1862,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,1360,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,1891,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,1088,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,1566,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,1064,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,1445,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,1083,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,1525,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,1077,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,1543,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,1089,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,1487,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,1082,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,1446,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,1137,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,1591,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,1238,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,1784,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,1264,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,1955,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,1246,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,1861,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,1201,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,1918,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,1272,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,1973,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,1266,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,1968,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,1220,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,1883,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,1238,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,1949,,,
Adeje,38001,Hombres,M,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,1273,,,
Adeje,38001,Mujeres,F,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,2000,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,791,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,530,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,786,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,528,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,777,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,529,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,759,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,514,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,737,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,508,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,748,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,504,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,709,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,495,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,714,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,487,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,719,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,480,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,727,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,475,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,718,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,479,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,723,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,479,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,715,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,475,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,723,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,494,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,724,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,495,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,753,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,496,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,753,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,496,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,774,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,518,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,771,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,528,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,772,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,523,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,790,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,534,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,790,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,551,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,797,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,566,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,820,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,568,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,823,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,573,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,854,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,591,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,843,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,585,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,864,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,591,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,870,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,614,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,886,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,611,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,872,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,629,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,876,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,625,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,855,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,639,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,858,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,633,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,847,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,645,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,822,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,616,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,806,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,615,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,827,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,630,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,825,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,614,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,823,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,607,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,845,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,603,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,856,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,638,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,862,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,651,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,881,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,669,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,900,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,686,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,909,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,701,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,900,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,705,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,937,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,703,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,946,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,713,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,947,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,723,,,
Arafo,38004,Hombres,M,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,951,,,
Arafo,38004,Mujeres,F,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,732,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,90,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,168,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,89,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,179,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,74,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,174,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,78,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,163,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,78,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,149,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,75,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,189,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,92,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,201,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,82,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,197,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,78,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,182,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,99,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,203,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,113,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,207,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,111,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,202,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,88,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,175,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,95,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,208,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,100,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,216,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,110,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,200,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,97,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,187,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,94,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,213,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,95,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,209,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,102,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,216,,,
Arafo,38004,Hombres,M,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,106,,,
Arafo,38004,Mujeres,F,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,192,,,
