TERRITORIO#es,TERRITORIO_CODE,SEXO#es,SEXO_CODE,JORNADA_LABORAL_TIPO#es,JORNADA_LABORAL_TIPO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#es,ESTADO_OBSERVACION#es
Haría,35010,Hombres,M,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,669,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,463,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,674,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,478,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,688,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,475,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,679,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,487,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,668,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,492,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,686,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,516,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,679,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,520,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,700,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,526,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,708,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,540,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,740,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,529,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,732,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,553,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,745,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,543,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,764,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,555,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,785,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,574,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,775,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,573,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,732,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,561,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,726,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,564,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,731,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,574,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,736,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,569,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,723,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,575,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,731,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,561,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,745,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,564,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,758,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,588,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,800,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,620,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,828,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,633,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,847,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,639,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,846,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,659,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,870,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,667,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,853,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,690,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,845,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,674,,,
Haría,35010,Hombres,M,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,854,,,
Haría,35010,Mujeres,F,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,673,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,114,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2011 Segundo trimestre,2011-Q2,130,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,110,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2011 Tercer trimestre,2011-Q3,168,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,88,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2011 Cuarto trimestre,2011-Q4,150,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,83,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2012 Primer trimestre,2012-Q1,153,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,77,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2012 Segundo trimestre,2012-Q2,127,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,85,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2012 Tercer trimestre,2012-Q3,137,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,88,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2012 Cuarto trimestre,2012-Q4,145,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,112,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2013 Primer trimestre,2013-Q1,154,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,103,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2013 Segundo trimestre,2013-Q2,148,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,114,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2013 Tercer trimestre,2013-Q3,151,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,128,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2013 Cuarto trimestre,2013-Q4,156,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,108,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2014 Primer trimestre,2014-Q1,168,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,98,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2014 Segundo trimestre,2014-Q2,138,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,109,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2014 Tercer trimestre,2014-Q3,165,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,116,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2014 Cuarto trimestre,2014-Q4,165,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,100,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2015 Primer trimestre,2015-Q1,172,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,100,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2015 Segundo trimestre,2015-Q2,145,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,101,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2015 Tercer trimestre,2015-Q3,164,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,115,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2015 Cuarto trimestre,2015-Q4,162,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,114,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2016 Primer trimestre,2016-Q1,164,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,110,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2016 Segundo trimestre,2016-Q2,144,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,114,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2016 Tercer trimestre,2016-Q3,194,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,96,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2016 Cuarto trimestre,2016-Q4,192,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,103,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2017 Primer trimestre,2017-Q1,203,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,110,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2017 Segundo trimestre,2017-Q2,193,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,133,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2017 Tercer trimestre,2017-Q3,210,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,132,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2017 Cuarto trimestre,2017-Q4,201,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,142,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2018 Primer trimestre,2018-Q1,216,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,124,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2018 Segundo trimestre,2018-Q2,198,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,122,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2018 Tercer trimestre,2018-Q3,202,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,125,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2018 Cuarto trimestre,2018-Q4,194,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,150,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2019 Primer trimestre,2019-Q1,219,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,143,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2019 Segundo trimestre,2019-Q2,201,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,129,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2019 Tercer trimestre,2019-Q3,219,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,134,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2019 Cuarto trimestre,2019-Q4,211,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,102,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2020 Primer trimestre,2020-Q1,199,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,100,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2020 Segundo trimestre,2020-Q2,176,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,118,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2020 Tercer trimestre,2020-Q3,204,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,121,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2020 Cuarto trimestre,2020-Q4,204,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,126,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2021 Primer trimestre,2021-Q1,196,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,127,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2021 Segundo trimestre,2021-Q2,171,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,135,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2021 Tercer trimestre,2021-Q3,215,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,141,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2021 Cuarto trimestre,2021-Q4,228,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,138,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2022 Primer trimestre,2022-Q1,257,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,141,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2022 Segundo trimestre,2022-Q2,231,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,115,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2022 Tercer trimestre,2022-Q3,241,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,125,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2022 Cuarto trimestre,2022-Q4,256,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,128,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2023 Primer trimestre,2023-Q1,271,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,143,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2023 Segundo trimestre,2023-Q2,244,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,130,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2023 Tercer trimestre,2023-Q3,262,,,
Haría,35010,Hombres,M,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,129,,,
Haría,35010,Mujeres,F,Tiempo parcial,PT,2023 Cuarto trimestre,2023-Q4,256,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,2565,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2011 Segundo trimestre,2011-Q2,2292,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,2555,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2011 Tercer trimestre,2011-Q3,2330,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,2485,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2011 Cuarto trimestre,2011-Q4,2317,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,2449,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2012 Primer trimestre,2012-Q1,2276,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,2412,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2012 Segundo trimestre,2012-Q2,2268,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,2361,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2012 Tercer trimestre,2012-Q3,2255,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,2318,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2012 Cuarto trimestre,2012-Q4,2204,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,2271,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2013 Primer trimestre,2013-Q1,2159,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,2298,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2013 Segundo trimestre,2013-Q2,2185,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,2387,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2013 Tercer trimestre,2013-Q3,2253,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,2371,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2013 Cuarto trimestre,2013-Q4,2262,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,2406,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2014 Primer trimestre,2014-Q1,2272,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,2465,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2014 Segundo trimestre,2014-Q2,2268,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,2530,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2014 Tercer trimestre,2014-Q3,2298,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,2527,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2014 Cuarto trimestre,2014-Q4,2332,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,2530,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2015 Primer trimestre,2015-Q1,2313,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,2606,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2015 Segundo trimestre,2015-Q2,2350,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,2619,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2015 Tercer trimestre,2015-Q3,2376,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,2646,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2015 Cuarto trimestre,2015-Q4,2434,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,2675,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2016 Primer trimestre,2016-Q1,2419,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,2726,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2016 Segundo trimestre,2016-Q2,2450,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,2777,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2016 Tercer trimestre,2016-Q3,2555,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,2825,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2016 Cuarto trimestre,2016-Q4,2612,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,2804,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2017 Primer trimestre,2017-Q1,2577,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,2844,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2017 Segundo trimestre,2017-Q2,2603,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,2892,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2017 Tercer trimestre,2017-Q3,2681,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,2867,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2017 Cuarto trimestre,2017-Q4,2703,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,2939,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2018 Primer trimestre,2018-Q1,2691,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,2946,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2018 Segundo trimestre,2018-Q2,2716,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,2976,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2018 Tercer trimestre,2018-Q3,2763,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,2957,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2018 Cuarto trimestre,2018-Q4,2772,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,2946,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2019 Primer trimestre,2019-Q1,2740,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,2972,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2019 Segundo trimestre,2019-Q2,2771,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,2985,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2019 Tercer trimestre,2019-Q3,2813,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,2975,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2019 Cuarto trimestre,2019-Q4,2818,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,2777,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2020 Primer trimestre,2020-Q1,2688,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,2762,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2020 Segundo trimestre,2020-Q2,2662,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,2790,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2020 Tercer trimestre,2020-Q3,2695,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,2745,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2020 Cuarto trimestre,2020-Q4,2685,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,2692,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2021 Primer trimestre,2021-Q1,2627,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,2721,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2021 Segundo trimestre,2021-Q2,2607,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,2832,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2021 Tercer trimestre,2021-Q3,2755,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,2938,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2021 Cuarto trimestre,2021-Q4,2835,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,3160,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2022 Primer trimestre,2022-Q1,3023,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,3243,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2022 Segundo trimestre,2022-Q2,3100,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,3247,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2022 Tercer trimestre,2022-Q3,3129,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,3297,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2022 Cuarto trimestre,2022-Q4,3163,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,3388,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2023 Primer trimestre,2023-Q1,3218,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,3421,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2023 Segundo trimestre,2023-Q2,3239,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,3430,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2023 Tercer trimestre,2023-Q3,3284,,,
San Bartolomé,35018,Hombres,M,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,3427,,,
San Bartolomé,35018,Mujeres,F,Tiempo completo,FT,2023 Cuarto trimestre,2023-Q4,3313,,,
